id,video_id,title,channel_title,description,comment_count,like_count,view_count
10,YlUKcNNmywk,Red Hot Chili Peppers - Californication (Official Music Video) [HD UPGRADE],Red Hot Chili Peppers,"Watch the official music video for Californication by Red Hot Chili Peppers from the album Californication. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Californication available here: http://smarturl.it/getrhcpcalifornica

""Californication"" is the Red Hot Chili Peppers' fourth single and sixth track from their 1999 seventh studio album, Californication. Released as a single in 2000, the song reached #69 on the Billboard Hot 100 in the US, and #16 on the UK charts, and hit #1 on both US Mainstream Rock Tracks for 2 weeks and US Modern Rock Tracks for 1 week.

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Psychic spies from China try to steal your mind's elation
An' little girls from Sweden dream of silver screen quotation
And if you want these kind of dreams, it's Californication
It's the edge of the world and all of Western civilization
The sun may rise in the east at least it settled in a final location
It's understood that Hollywood sells Californication

Pay your surgeon very well to break the spell of aging
Celebrity skin, is this your chin or is that war you're waging?
Firstborn unicorn
Hardcore soft porn

Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

Marry me, girl, be my fairy to the world, be my very own constellation
A teenage bride with a baby inside getting high on information
And buy me a star on the boulevard, it's Californication
Space may be the final frontier but it's made in a Hollywood basement
And Cobain, can you hear the spheres singing songs off Station to Station?
And Alderaan's not far away, it's Californication

Born and raised by those who praise control of population
Well, everybody's been there and I don't mean no vacation
First born unicorn
Hardcore soft porn

Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

Destruction leads to a very rough road but it also breeds creation
And earthquakes are to a girl's guitar they're just another good vibration
And tidal waves couldn't save the world from Californication

Pay your surgeon very well to break the spell of aging
Sicker than the rest, there is no test but this is what you're craving
First born unicorn
Hardcore soft porn

Dream of Californication
Dream of Californication
Dream of Californication
Dream of Californication

#OfficialMusicVideo #RedHotChiliPeppers #Californication #WeAreWarnerRecords",124261,4719605,1091085832
11,GLvohMXgcBo,Red Hot Chili Peppers - Under The Bridge [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Under The Bridge by Red Hot Chili Peppers from the album Blood Sugar Sex Magik. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Blood Sugar Sex Magik available here: https://smarturl.it/getrhcpbloodssmagik

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Sometimes I feel like I don't have a partner
Sometimes I feel like My only friend
Is the city I live in, The City of Angels
Lonely as I am together we cry

I drive on her streets 'cause she's my companion
I walk through her hills 'cause she knows who I am
She sees my good deeds and she kisses me windy
Well, I never worry, now that is a lie

I don't ever wanna feel like I did that day
But take me to the place I love, take me all the way
I don't ever wanna feel like I did that day
But take me to the place I love take me all the way

Yeah, yeah yeah

It's hard to believe that there's nobody out there
It's hard to believe that I'm all alone
At least I have her love
The city, she loves me
Lonely as I am together we cry

I don't ever wanna feel like I did that day
But take me to the place I love take me all the way
I don't ever wanna feel like I did that day
But take me to the place I love take me all the way

Yeah, yeah yeah
Oh, no, no, no, yeah yeah
Love me, I say, yeah yeah
One time

(Under the bridge downtown)
Is where I drew some blood
(Under the bridge downtown)
I could not get enough
(Under the bridge downtown)
Forgot about my love
(Under the bridge downtown)
I gave my life away, yeah
Yeah yeah
Oh, no, no no no, yeah yeah
Oh no, I said oh, yeah yeah
Here I stay

#OfficialMusicVideo #RedHotChiliPeppers #UnderTheBridge #WeAreWarnerRecords",34014,1330643,268613586
12,8DyziWtkfBw,Red Hot Chili Peppers - Can't Stop [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Can't Stop by Red Hot Chili Peppers from the album By the Way. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

By The Way available here: http://smarturl.it/getrhcpbytheway

""Can't Stop"" is a song by the Red Hot Chili Peppers from their 2002 album, By the Way. It is the third single released from the album. This song is a playable track in the game Guitar Hero On Tour: Decades.

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics:
Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

Defunct, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

Knocked out, but, boy, you better come to 
Don't die, you know, the truth as some do
Go write your message on the pavement
Burn so bright, I wonder what the wave meant

White heat is screamin' in the jungle
Complete the motion if you stumble
Go ask the dust for any answers 
Come back strong with fifty belly dancers

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Sweetheart is bleeding in the snow cone
So smart, she's leadin' me to ozone
Music, the great communicator
Use two sticks to make it in the nature

I'll get you into penetration
The gender of a generation
The birth of every other nation
Worth your weight, the gold of meditation

This chapter's gonna be a close one
Smoke rings, I know you're gonna blow one
All on a spaceship, persevering
Use my hands for everything but steering

Can't stop the spirits when they need you
Mop tops are happy when they feed you
J. Butterfly is in the treetop
Birds that blow the meaning into bebop

The world I love, the tears I drop
To be part of the wave, can't stop
Ever wonder if it's all for you?
The world I love, the trains I hop
To be part of the wave, can't stop
Come and tell me when it's time to

Wait a minute, I'm passin' out
Win or lose, just like you
Far more shockin'
Than anything I ever knew
How 'bout you?
Ten more reasons why I need
Somebody new, just like you
Far more shockin'
Than anything I ever knew
Right on cue

Can't stop, addicted to the shindig
Chop Top, he says I'm gonna win big
Choose not a life of imitation
Distant cousin to the reservation

Defunct, the pistol that you pay for
This punk, the feelin' that you stay for
In time I want to be your best friend
East side love is living on the West End

Knocked out, but boy, you better come to
Don't die, you know, the truth is some do 
Go write your message on the pavement
Burn so bright, I wonder what the wave meant

Kick start the golden generator
Sweet talk but don't intimidate her
Can't stop the gods from engineering
Feel no need for any interfering

Your image in the dictionary
This life is more than ordinary
Can I get two, maybe even three of these?
Comin' from the space to teach you of the Pleiades

Can't stop the spirits when they need you
This life is more than just a read-through

#OfficialMusicVideo #RedHotChiliPeppers #CantStop #WeAreWarnerRecords",34019,1893406,364164856
13,mzJj5-lubeM,Red Hot Chili Peppers - Scar Tissue [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Scar Tissue by Red Hot Chili Peppers from the album Californication. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Californication available here: http://smarturl.it/getrhcpcalifornica

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

With the birds I'll share this lonely viewin'
With the birds I'll share this lonely viewin'

Push me up against the wall
Young Kentucky girl in a push-up bra
Ah, fallin' all
Over myself
To lick your heart
And taste your health, 'cause

With the birds I'll share this lonely viewin'
With the birds I'll share this lonely viewin'
With the birds I'll share this lonely view

Blood loss in a bathroom stall
A southern girl with a scarlet drawl
I wave good-bye to Ma and Pa
'Cause with the birds I'll share

With the birds I'll share this lonely viewin'
With the birds I'll share this lonely viewin'

Soft spoken with a broken jaw
Step outside but not to brawl and
Autumn's sweet we
Call it fall
I'll make it to the moon
If I have to crawl and

With the birds I'll share this lonely viewin'
With the birds I'll share this lonely viewin'
With the birds I'll share this lonely view

Scar tissue that I wish you saw
Sarcastic mister know-it-all
Close your eyes and I'll kiss you
'Cause with the birds I'll share

With the birds I'll share this lonely viewin'
With the birds I'll share this lonely viewin'
With the birds I'll share this lonely view

#OfficialMusicVideo #RedHotChiliPeppers #ScarTissue #WeAreWarnerRecords",37893,2053556,478095923
14,rn_YodiJO6k,Red Hot Chili Peppers - Otherside [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Otherside by Red Hot Chili Peppers from the album Californication. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Californication available here: http://smarturl.it/getrhcpcalifornica

""Otherside"" is a song by the Red Hot Chili Peppers, released in 2000. It was the 3rd single from their album Californication, and confronts the battles ex-junkies have with their prior addictions. 

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
How long, how long
Will I slide?
Well separate my side
I don’t
I don’t believe it’s bad
Slittin' my throat
It’s all I ever

I heard your voice through a photograph
I thought it up
And brought up the past
Once you know you can never go back

I gotta take it on the otherside

Well centuries are what it meant to me
A cemetery where I marry the sea
The stranger things that never change my mind

I gotta take it on the otherside
Take it on the otherside
Take it on
Take it on

How long, how long
Will I slide?
A-separate my side
I don’t
I don’t believe it’s bad
A-slittin' my throat
It’s all I ever

Pour my life into a paper cup
The ashtray's full
And I’m spillin' my guts
She want to know
Am I still a slut?

I gotta take it on the otherside

A scarlet starlet and she’s in my bed
A candidate for my soul mate bled
Mmm-push the trigger
And I pull the thread

I gotta to take it on the otherside
Take it on the otherside
Take it on
Take it on

[Chorus]
How long, how long
Will I slide?
Separate my side
I don’t
I don’t believe it’s bad
A-slittin' my throat
It’s all I ever

Turn me on
Take me for a hard ride
Burn me out
Leave me on the otherside
I yell and tell it that it’s not my friend
I tear it down, I tear it down
And then it’s born again

How long, how long
Will I slide?
Separate my side
I don’t
I don’t believe it’s bad
A-slittin' my throat
It’s all I ever had

(How long)
I don’t
I don’t believe it’s sad
A-slittin' my throat
It’s all I ever

#OfficialMusicVideo #RedHotChiliPeppers #Otherside #WeAreWarnerRecords",61911,3362384,726583282
15,yuFI5KSPAt4,Red Hot Chili Peppers - Snow (Hey Oh) (Official Music Video),Red Hot Chili Peppers,"Watch the official music video for Snow (Hey Oh) by Red Hot Chili Peppers from the album Stadium Arcadium. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Stadium Arcadium available here: https://smarturl.it/getrhcpstadiumarcad

""Snow (Hey Oh)"" is a song by the Red Hot Chili Peppers from their 2006 double album, Stadium Arcadium. The music video shows the band at their October 2006 shows at the Continental Airlines Arena in East Rutherford, New Jersey.

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Come to decide that the things that I tried were in my life just to get high on. 
When I sit alone, come get a little known 
But I need more than myself this time. 
Step from the road to the sea to the sky, and I do believe that we rely on 
When I lay it on, come get to play it on 
All my life to sacrifice. 

Hey oh... listen what I say oh 
I got your hey oh, now listen what I say oh 

When will I know that I really can't go 
To the well once more - time to decide on. 
Well it's killing me, when will I really see, all that I need to look inside. 
Come to belive that I better not leave before I get my chance to ride, 
Well it's killing me, what do I really need - all that I need to look inside. 

Hey oh... listen what I say oh 
Come back and hey oh, look at what I say oh 

The more I see the less I know 
The more I like to let it go - hey oh, woah... 
Deep beneath the cover of another perfect wonder where it's so white as snow, 
Finally divided by a word so undecided and there's nowhere to go; 
Inbetween the cover of another perfect wonder and it's so white as snow, 
Running through the field where all my tracks will be concealed and there's nowhere to go. 

Ho! 
Went to descend to ammend for a friend of the channels that had broken down. 
Now you bring it up, I'm gonna ring it up - just to hear you sing it out. 
Step from the road to the sea to the sky, and I do belive what we rely on, 
When I lay it on, come get to play it on 
All my life to sacrifice 

Hey oh... listen what I say oh 
I got your hey oh... listen what I say oh 

The more I see, the less I know 
The more I like to let it go - hey oh, woah... 
Deep beneath the cover of another perfect wonder where it's so white as snow. 
Finally divided by a word so undecided and there's nowhere to go 
Inbetween the cover of another perfect wonder where it's so white as snow 
Running through the field where all my tracks will be concealed and there's nowhere to go. 

I said hey hey yeah oh yeah, tell my love now. 
Hey hey yeah oh yeah, tell my love now. 

Deep beneath the cover of another perfect wonder where it's so white as snow, 
Finaly divided by a word so undecided and there's nowhere to go. 
Deep beneath the cover of another perfect wonder where it's so white as snow...
Running through the field where all my tracks will be concealed and there's nowhere to go. 

I said hey oh yeah oh yeah... tell my love now 
Hey yeah yeah... oh yeah.

#OfficialMusicVideo #RedHotChiliPeppers #SnowHeyOh #WeAreWarnerRecords",37668,1334769,333047390
16,Sb5aq5HcS1A,Red Hot Chili Peppers - Dani California [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Dani California by Red Hot Chili Peppers from the album Stadium Arcadium. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Stadium Arcadium available here: https://smarturl.it/getrhcpstadiumarcad

""Dani California"" is a single from the American rock band Red Hot Chili Peppers' ninth studio album, Stadium Arcadium. The song won two Grammy Awards, one for Best Rock Song and the other for Best Rock Performance by a Duo or Group with Vocal. The video received ten nominations at the 2006 MTV Video Music Awards; it won the award for Best Art Direction.

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

About Red Hot Chili Peppers:
One of the most successful acts in rock history, Red Hot Chili Peppers have sold more than 60 million albums, including five multi-platinum LPs, and won six Grammy Awards, including “Best Rock Album” for Stadium Arcadium, “Best Rock Performance By a Duo or Group” for “Dani California,” “Best Rock Song” for “Scar Tissue,” and “Best Hard Rock Performance With Vocal” for “Give It Away.”  The band was inducted into the Rock and Roll Hall of Fame in April 2012. The Red Hot Chili Peppers’ last studio album, The Getaway, was released by Warner Bros. Records on June 17, 2016.

Lyrics: 
Gettin' born in the state of Mississippi
Papa was a copper and mama was a hippie
In Alabama she would swing a hammer
Price you gotta pay when you pick the panorama
She never knew that there was anything more than poor
What in the world? What does your company take me for?

Black bandana, sweet Louisiana
Robbin' on a bank in the state of Indiana
She's a runner, rebel and a stunner
Oh her merry way sayin' baby whatcha gonna
Lookin' down the barrel of a hot metal forty five
Just another way to survive

[Chorus:]
California rest in peace
Simultaneous release
California show your teeth
She's my priestess, I'm your priest, yeah, yeah

She's a lover baby and a fighter
Shoulda seen her coming when it got a little brighter
With a name like Dani California
Day was gonna come when I was gonna mourn ya
A little loaded, she was stealin' another breath
I love my baby to death

[Chorus]

Who knew the other side of you?
Who knew what others died to prove?
Too true to say good bye to you
Too true to say say say...

Push the fader, gifted animator
One for the now and eleven for the later
Never made it up to Minnesota
North Dakota man was a gunnin' for the quota

Down in the badlands she was savin' the best for last
It only hurts when I laugh
Gone too fast...

#OfficialMusicVideo #RedHotChiliPeppers #DaniCalifornia #WeAreWarnerRecords",49852,1540722,345635387
17,JnfyjwChuNU,Red Hot Chili Peppers - By The Way [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for By The Way by Red Hot Chili Peppers from the album By the Way. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

By The Way available here: http://smarturl.it/getrhcpbytheway

""By the Way"" is the title track and the first single released from the Red Hot Chili Peppers eighth studio album of the same name.

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics:
Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, overload

Steak knife, card shark
Con job, boot cut
Skin that flick, she's such a little DJ
To get there quick by street but not the freeway
Turn that trick to make a little leeway
Beat that nic, but not the way that we play
Dogtown, blood bath
Rib cage, soft tail

Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for

Black jack,dope dick
Pawn shop, quick pick
Kiss that dyke, I know you want to hold one
Not on strike but I'm about to bowl one
Bite that mic, I know you never stole one
Girls that like a story, so I told one
Song bird, main line
Cash back, hard top

Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, oversold
By the way, I tried to say
I'd be there waiting for

Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah, guess you never meant it
Ooh, ah

Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for
Dani, the girl, is singing songs to me
Beneath the marquee, oversold
By the way, I tried to say
I know you from before

Standing in line to see the show tonight
And there's a light on, heavy glow
By the way, I tried to say
I'd be there waiting for

#OfficialMusicVideo #RedHotChiliPeppers #ByTheWay #WeAreWarnerRecords",20539,832954,186252858
18,Mr_uHJPUlO8,Red Hot Chili Peppers - Give It Away [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Give It Away by Red Hot Chili Peppers from the album Blood Sugar Sex Magik. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

Blood Sugar Sex Magik available here: https://smarturl.it/getrhcpbloodssmagik

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Oh, oh

What I got you got to give it to your mamma
What I got you've got to give it to your pappa
What I got you got to give it to your daughter
You do a little dance and then you drink a little water
What I got you got to get it put it in you
What I got you got to get it put it in you
What I got you got to get it put it in you
Reeling with the feeling, don't stop, continue
I realize I don't want to be a miser
Confide with sly you'll be the wiser
Young blood is the lovin' upriser
How come everybody wanna keep it like the Kaiser

Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now
I can't tell if I'm a kingpin or a pauper

Greedy little people in a sea of distress
Keep your more to receive your less
Unimpressed by material excess
Love is free, love me, say, ""Hell, yes""
Low brow but I rock a little know how
No time for the piggies or the hoosegow
Get smart get down with the pow wow
Never been a better time than right now
Bob Marley poet and a prophet
Bob Marley taught me how to off it
Bob Marley walkin' like he talk it
Goodness me can't you see I'm gonna cough it

Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now
Oh, oh yeah
Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now
I can't tell if I'm a kingpin or a pauper

Lucky me swimming in my ability
Dancing down on life with agility
Come and drink it up from my fertility
Blessed with a bucket of lucky mobility
My mom, I love her 'cause she love me
Long gone are the times when she scrub me
Feelin' good my brother gonna hug me
Drink my juice young love chug-a-lug me
Ah, there's a river born to be a giver
Keep you warm won't let you shiver
His heart is a never gonna wither
Come on, everybody, time to deliver

Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now
I can't tell if I'm a kingpin or a pauper

What I got you got to give it to your mamma
What I got you've got to give it to your pappa
What I got you got to give it to your daughter
You do a little dance and then you drink a little water
What I got you got to get it put it in you
What I got you got to get it put it in you
What I got you got to get it put it in you
Reeling with the feeling, don't stop, continue
I realize I don't want to be a miser
Confide with sly you'll be the wiser
Young blood is the lovin' upriser
How come everybody wanna keep it like the Kaiser

Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now
Give it away, give it away, give it away now

Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Give it away now
Yeah

#OfficialMusicVideo #RedHotChiliPeppers #GiveItAway #WeAreWarnerRecords",16620,465925,90572228
19,Q0oIoR9mLwc,Red Hot Chili Peppers - Dark Necessities [Official Music Video],Red Hot Chili Peppers,"Watch the official music video for Dark Necessities by Red Hot Chili Peppers from the album The Getaway. 
🔔 Subscribe to the channel: https://youtube.com/c/RedHotChiliPeppers/?sub_confirmation=1

The Getaway available now: https://smarturl.it/thegetawayrhcp

Directed by: Olivia Wilde
Production Company: Anonymous Content
Executive Producer: Nina Soriano
Produced by: Saul Germaine
Director of Photography: Christopher Blauvelt
Production Designer: Jade Healy
Longboarders: Noelle Mulligan, Carmen Shafer, Amanda Calloa, Amanda Powell
Edited by: Paul Martinez @ Arcade Edit
Colored by: Beau Leon @ Framestore
Video Commissioner: Devin Sarno

Follow Red Hot Chili Peppers:
Web: https://redhotchilipeppers.com 
Instagram: https://instagram.com/chilipeppers  
Facebook: https://facebook.com/chilipeppers 
Twitter: https://twitter.com/chilipeppers 
Tumblr: https://chilipeppers.tumblr.com

Red Hot Chili Peppers is a rock band renowned for their hits “Californication,” “Otherside,” “Scar Tissue,” “Dani California,” “Can’t Stop,” “Snow (Hey Oh),” and “Dark Necessities.” They worked with artists like George Clinton, Eddie Vedder, and Elton John — amassing billions of global streams and inducted into the “Rock and Roll Hall of Fame.”

Lyrics: 
Comin' on to the light of day, we got
Many moons that are deep at play so I
Keep an eye on the shadow smile to see what it has to say
You and I both know, everything must go away
Ah, what do you say?
Spinnin' knot that is on my heart is like a
Bit of light in a touch of dark, you got
Sneak attack from the zodiacbut I see your fire spark
Eat the breeze and go,blow by blow and go away
Oh, what do you say? Yeah

You don't know my mind, you don't know my kind
Dark necessities are part of my design and
Tell the world that I'm falling from the sky
Dark necessities are part of my design

Stumble down to the parking lot, you got
No time for the afterthought, they're like
Ice Cream for an Astronaut,well, that's me looking for we
Turn the corner and find the world at your command
Playin' the hand, yeah

You don't know my mind, you don't know my kind
Dark necessities are part of my design
Tell the world that I'm falling from the sky
Dark necessities are part of my design

Do you want this love of mine? Darkness helps us all to shine
Do you want it, do you want it now?
Do you want it all the time? But darkness helps us all to shine
Do you want it, do you want it now?

Ah, pick you up like a paperback with the
Track record of a maniac so I
Move it in and we unpack, it's the same as yesterday
Any way we roll, everything must go away
Oh, what do you say? Yeah

You don't know my mind, you don't know my kind
Dark necessities are part of my design
Tell the world that I'm falling from the sky and
Dark necessities are part of my design

Ah-ah-ah
Ah-ah
Ah-ah-ah
Ah-ah
Ah-ah-ah
Ah-ah
Ah-ah-ah
Ah-ah

#OfficialMusicVideo #RedHotChiliPeppers #DarkNecessities #WeAreWarnerRecords",57557,2189230,469571769
20,5qm8PH4xAss,50 Cent - In Da Club (Official Music Video),50CentVEVO,"CELEBRATING ONE BILLION VIEWS!!
REMASTERED IN HD! UP TO 4K!!
Get your 50 Cent & G-Unit Merch here: https://www.gunitbrands.com/

Best Of: https://50Cent.lnk.to/YTBestOf
Subscribe: https://50Cent.lnk.to/YTSubscribe
Stream: https://stream.lnk.to/50Cent 
 
Music video by 50 Cent performing In Da Club. (C) 2003 Shady Records/Aftermath Records/Interscope Records
 
#50Cent #InDaClub #Remastered #BransonCognac #LeCheminDuRoi #GUnit #PowerTV #ForLife #ThisIs50 #BillionViewsClub",310382,11631271,1886549433
21,SRcnnId15BA,50 Cent - Candy Shop (Official Music Video) ft. Olivia,50CentVEVO,"REMASTERED IN HD!

Official Music Video for Candy Shop performed by 50 Cent (ft. Olivia).


Best of: https://50Cent.lnk.to/YTBestOf
Subscribe: https://50Cent.lnk.to/YTSubscribe
Stream: https://stream.lnk.to/50Cent 


Follow 50 Cent
Instagram: https://www.instagram.com/50cent
Twitter: https://twitter.com/50cent
Facebook: https://en-gb.facebook.com/50cent
TikTok: https://www.tiktok.com/@50cent


(C) 2005 Shady Records/Aftermath Records/Interscope Records


#50Cent #Olivia #CandyShop #Remastered",115173,5364950,895637670
22,GllEDACUbNo,50 Cent - Just A Lil Bit,50CentVEVO,"REMASTERED IN HD!

Official Music Video for Just A Lil Bit performed by 50 Cent.

Best of: https://50Cent.lnk.to/YTBestOf
Subscribe: https://50Cent.lnk.to/YTSubscribe
Stream: https://stream.lnk.to/50Cent 


Follow 50 Cent
Instagram: https://www.instagram.com/50cent
Twitter: https://twitter.com/50cent
Facebook: https://en-gb.facebook.com/50cent
TikTok: https://www.tiktok.com/@50cent


(C) 2005 Shady Records/Aftermath Records/Interscope Records


#50Cent #JustALilBit #Remastered",43820,2730220,512052430
23,UDApZhXTpH8,"50 Cent - P.I.M.P. (Snoop Dogg Remix) ft. Snoop Dogg, G-Unit",50CentVEVO,"REMASTERED IN HD!
Best of 50 Cent: https://goo.gl/PgrRic
Subscribe here: https://goo.gl/o954jF

Music video by 50 Cent performing P.I.M.P.. (C) 2003 Shady Records/Aftermath Records/Interscope Records

#50Cent #PIMP #Remastered #SnoopDogg",62999,3664207,624196358
